,Customer_ID,First_Name,Last_Name,Year_Birth,Education,Major,Income,Date_Enrolled,Days_Since_Last_Cohort,Amount_Spent_On_Courses,Amount_Spent_on_Books,Minutes_Spent_on_Headstarter,Questions_Completed,Videos_Watched,Minutes_Spent_Coding,Email_Opens,Num_Courses_Purchased,Number_of_Students_Referred,Site_Visits_Per_Month,Average_Teammate_Rating,Cohorts_Participated_In,Highest_Leaderboard_Rank,Complain,Headstarter_Rating,Probability_Of_Getting_Offer
1146,749,Sharon,Freeman,1981,Bachelors,Computer Science,67459.2,2013-11-19,31,67.0,12.0,106.0,180.0,10.0,47.0,3,1.0,3,15.0,5.66,2,330.0,0,5,2.7
1147,5430,Douglas,Adams,1956,Bachelors,Pre-Med,87120.0,2012-09-14,0,662.0,0.0,202.0,479.0,28.0,152.0,9,3.0,8,22.0,8.77,2,274.0,0,7,10.4
1148,7755,Calvin,Bailey,1954,PhD,Computer Science,115488.0,2013-12-11,91,513.0,5.0,70.0,119.0,6.0,31.0,9,1.0,4,20.0,4.89,3,352.0,0,7,5.1
1149,10525,Kirk,Johnson,1986,Bachelors,Computer Science,42521.600000000006,2012-10-13,40,15.0,0.0,14.0,24.0,1.0,6.0,1,0.0,2,23.0,8.42,1,446.0,0,8,0.8
1150,1453,Jean,Middleton,1943,PhD,Cyber Security,115026.0,2013-06-07,59,1302.0,48.0,172.0,502.0,44.0,179.0,9,5.0,13,18.0,7.79,3,293.0,0,8,14.2
1151,8310,Jamie,York,1964,Bachelors,Computer Science,109027.20000000001,2012-08-29,96,1315.0,212.0,352.0,598.0,33.0,158.0,10,4.0,7,15.0,9.96,2,203.0,0,5,30.9
1152,10710,Nancy,White,1979,Bachelors,Computer Science,12000.0,2012-08-29,61,7.0,3.0,5.0,9.0,0.0,2.0,1,0.0,2,20.0,8.99,3,450.0,0,6,0.9
1153,5031,Donna,Torres,1974,Bachelors,Finance,133032.0,2012-09-22,14,1346.0,46.0,444.0,1094.0,69.0,188.0,5,7.0,11,4.0,5.41,3,203.0,0,9,45.7
1154,2613,Sharon,Durham,1960,Masters,Computer Science,97554.6,2014-03-04,16,237.0,10.0,66.0,113.0,6.0,29.0,1,3.0,6,3.0,4.88,1,540.0,0,8,3.4
1155,213,Christina,Andrews,1963,PhD,Cyber Security,46182.0,2014-05-28,98,62.0,0.0,10.0,30.0,2.0,10.0,2,2.0,3,21.0,7.48,1,527.0,0,5,0.5
1156,967,Randall,Mathews,1976,Bachelors,Computer Science,73678.40000000001,2013-07-21,11,501.0,15.0,201.0,341.0,19.0,90.0,5,2.0,9,18.0,6.97,3,364.0,0,5,11.3
1157,1077,Elizabeth,Dixon,1974,Bachelors,Pre-Med,90744.0,2012-05-12,52,376.0,181.0,283.0,669.0,39.0,213.0,7,4.0,4,11.0,5.04,1,343.0,0,9,30.8
1158,7959,Hannah,Cruz,1961,Bachelors,Computer Science,127056.0,2014-05-29,19,964.0,135.0,867.0,1473.0,83.0,388.0,3,2.0,5,3.0,6.68,2,277.0,0,6,33.0
1159,640,Sarah,Anthony,1951,Bachelors,Computer Science,91686.40000000001,2013-11-03,61,522.0,135.0,591.0,1003.0,57.0,264.0,7,7.0,10,13.0,5.42,4,345.0,0,7,23.1
1160,4252,David,Jackson,1965,Bachelors,Computer Science,71000.0,2014-03-23,73,312.0,8.0,50.0,85.0,4.0,23.0,4,1.0,6,13.0,6.38,2,312.0,0,9,4.9
1161,8432,Crystal,Martinez,1956,Bachelors,Finance,87120.0,2012-09-14,0,787.0,0.0,104.0,256.0,16.0,44.0,9,2.0,8,16.0,8.77,2,481.0,0,7,10.3
1162,6218,Jack,Kline,1965,Bachelors,Finance,95350.40000000001,2012-10-20,74,792.0,5.0,18.0,43.0,2.0,7.0,8,1.0,7,14.0,9.57,4,416.0,0,5,5.4
1163,6905,Ricardo,Kennedy,1994,Bachelors,Computer Science,129096.0,2012-08-22,55,353.0,76.0,1084.0,1842.0,104.0,486.0,6,4.0,10,5.0,8.46,2,226.0,0,9,22.9
1164,5922,Patricia,Watson,1974,PhD,Computer Science,80688.0,2013-10-13,48,308.0,0.0,11.0,18.0,0.0,5.0,4,1.0,5,18.0,8.85,1,346.0,0,7,1.9
1165,3598,Tricia,Harris,1972,Bachelors,Cyber Security,100336.0,2013-05-23,53,781.0,42.0,78.0,228.0,20.0,81.0,4,4.0,12,12.0,7.7,1,420.0,0,6,8.7
1166,6116,Steven,Estrada,1968,High School,Pre-Med,9797.0,2013-05-07,13,28.0,22.0,21.0,50.0,3.0,16.0,1,1.0,3,8.0,7.3,2,573.0,0,7,1.1
1167,6263,Zachary,Price,1968,Bachelors,Finance,56515.200000000004,2012-08-22,34,49.0,12.0,22.0,55.0,3.0,9.0,2,0.0,4,16.0,8.75,3,557.0,0,8,3.8
1168,10486,Morgan,Lee,1948,Bachelors,Computer Science,123427.20000000001,2013-05-29,54,698.0,126.0,291.0,494.0,28.0,130.0,4,4.0,8,5.0,4.58,3,314.0,0,6,19.7
1169,2410,Jeremy,Mckay,1969,Bachelors,Pre-Med,130651.20000000001,2014-01-22,69,531.0,69.0,503.0,1190.0,71.0,379.0,3,6.0,8,3.0,8.76,1,284.0,0,5,37.0
1170,193,Wesley,Brewer,1996,In-College,Cyber Security,18747.3,2014-02-17,81,0.0,0.0,9.0,5.0,0.0,2.0,1,0.0,2,15.0,6.61,3,478.0,0,5,0.8
1171,3363,Jeffrey,Williamson,1974,High School,Cyber Security,4026.0,2014-03-17,99,0.0,7.0,3.0,8.0,0.0,2.0,1,0.0,3,24.0,9.01,4,513.0,0,7,0.7
1172,8278,Wendy,Bishop,1990,PhD,Cyber Security,148428.0,2012-08-26,3,1529.0,99.0,516.0,1502.0,136.0,537.0,8,4.0,5,15.0,9.74,3,292.0,0,9,38.1
1173,10660,Dustin,Brooks,1957,Masters,Computer Science,120106.8,2014-12-01,61,511.0,12.0,63.0,107.0,6.0,27.0,8,2.0,4,18.0,5.66,1,286.0,0,5,6.3
1174,8686,Joseph,Jones,1979,In-College,Finance,30841.2,2013-08-01,65,260.0,30.0,46.0,22.0,6.0,4.0,2,0.0,3,16.0,8.32,4,367.0,0,6,2.8
1175,1604,George,Floyd,1960,Masters,Finance,85235.40000000001,2013-11-13,93,319.0,3.0,12.0,28.0,2.0,5.0,2,2.0,6,10.0,4.22,1,451.0,0,9,2.4
1176,5907,Vincent,Murphy,1952,Masters,Computer Science,60199.200000000004,2012-03-11,24,12.0,0.0,14.0,24.0,1.0,6.0,1,0.0,2,20.0,5.46,4,391.0,0,8,0.6
1177,10669,Carol,Lee,1981,Bachelors,Computer Science,87017.6,2013-05-17,8,406.0,35.0,115.0,195.0,11.0,52.0,3,2.0,10,8.0,8.86,4,303.0,0,8,7.8
1178,2918,Stacey,Wagner,1981,Bachelors,Pre-Med,45616.0,2013-04-13,72,64.0,9.0,22.0,53.0,3.0,16.0,2,0.0,4,14.0,5.55,2,484.0,0,6,2.2
1179,5735,Daniel,Murphy,1991,Masters,Pre-Med,163148.4,2014-02-13,29,1686.0,206.0,1083.0,2562.0,154.0,817.0,3,6.0,10,3.0,5.36,2,67.0,0,9,69.3
1180,359,Stacey,Henson,1950,Bachelors,Marketing,76912.0,2013-01-13,33,478.0,19.0,73.0,243.0,9.0,42.0,8,2.0,6,18.0,5.43,3,425.0,1,5,10.2
1181,8387,Jane,Smith,1957,Bachelors,Law,69024.0,2013-05-01,68,102.0,5.0,24.0,162.0,4.0,32.0,4,0.0,5,7.0,6.61,2,309.0,0,7,4.1
1182,1829,Robert,Moses,1961,PhD,Finance,109918.0,2013-01-19,55,1989.0,0.0,36.0,90.0,5.0,15.0,9,4.0,4,14.0,5.17,2,370.0,0,7,13.8
1183,3839,Jamie,Hunter,1958,In-College,Computer Science,19572.8,2013-03-05,76,264.0,20.0,27.0,9.0,0.0,2.0,2,2.0,3,13.0,8.09,4,369.0,0,7,4.8
1184,9392,James,Fletcher,1971,Bachelors,Computer Science,43126.4,2014-08-05,17,6.0,2.0,20.0,34.0,1.0,8.0,1,0.0,2,18.0,4.29,3,584.0,0,6,0.7
1185,2292,Timothy,Powell,1985,Bachelors,Computer Science,35723.200000000004,2013-02-08,94,7.0,7.0,14.0,24.0,1.0,6.0,1,0.0,3,13.0,8.58,3,505.0,0,5,0.8
1186,10466,Kimberly,Alvarez,1965,Bachelors,Computer Science,71028.8,2013-08-22,86,35.0,3.0,36.0,61.0,3.0,16.0,1,0.0,4,10.0,8.77,4,520.0,0,9,1.5
1187,9855,Mary,Fisher,1952,PhD,Pre-Med,124000.0,2013-08-25,25,1311.0,0.0,120.0,283.0,16.0,89.0,6,8.0,13,11.0,4.8,2,338.0,0,8,13.0
1188,4088,Christopher,Gutierrez,1962,PhD,Pre-Med,62994.0,2012-06-12,22,158.0,2.0,33.0,78.0,4.0,25.0,3,1.0,4,22.0,5.99,4,498.0,0,6,2.1
1189,5231,Charles,Bentley,1974,High School,Cyber Security,9178.800000000001,2014-02-27,15,48.0,2.0,7.0,19.0,0.0,6.0,1,0.0,3,15.0,8.07,1,570.0,0,6,1.0
1190,590,Krista,Lee,1970,Masters,Computer Science,141442.2,2012-12-22,35,1196.0,111.0,986.0,1674.0,95.0,441.0,5,7.0,4,8.0,5.78,4,253.0,0,9,45.7
1191,8732,Brittany,Stewart,1969,Masters,Cyber Security,121264.2,2012-11-17,81,2299.0,0.0,66.0,192.0,16.0,69.0,7,7.0,10,12.0,8.98,4,316.0,0,6,14.1
1192,2315,Alice,Thomas,1960,Bachelors,Computer Science,93441.6,2014-04-20,55,15.0,0.0,20.0,34.0,1.0,8.0,1,2.0,2,10.0,8.62,2,500.0,0,9,3.5
1193,3515,Suzanne,Mendoza,1952,Bachelors,Computer Science,99691.20000000001,2014-02-17,94,127.0,22.0,61.0,104.0,6.0,27.0,4,0.0,4,13.0,6.65,1,425.0,0,8,2.7
1194,2245,Jessica,Wright,1969,Masters,Pre-Med,78553.8,2013-04-22,50,83.0,3.0,60.0,143.0,8.0,45.0,2,1.0,4,17.0,6.34,1,354.0,0,8,4.5
1195,6283,John,Miller,1968,Masters,Computer Science,114913.8,2013-04-21,64,931.0,25.0,180.0,305.0,17.0,80.0,9,3.0,9,15.0,7.32,4,394.0,0,9,12.3
1196,2246,Connie,Butler,1965,High School,Computer Science,9378.2,2013-01-09,91,63.0,20.0,41.0,70.0,3.0,18.0,2,1.0,4,10.0,8.28,2,376.0,0,5,3.8
1197,6606,John,Allison,1969,Masters,Computer Science,126163.8,2013-03-31,11,1413.0,57.0,246.0,418.0,24.0,109.0,5,2.0,10,20.0,4.03,4,263.0,0,7,18.9
1198,5545,Elizabeth,Humphrey,1972,PhD,Computer Science,156150.0,2014-05-04,72,838.0,13.0,465.0,790.0,44.0,208.0,3,6.0,5,3.0,5.58,1,219.0,0,5,20.4
1199,7342,Brianna,Perkins,1961,High School,Cyber Security,11836.800000000001,2012-09-09,6,604.0,170.0,107.0,310.0,28.0,110.0,6,11.0,12,15.0,9.53,1,281.0,0,5,28.0
1200,837,Alexandra,Barry,1977,Bachelors,Computer Science,87694.40000000001,2013-11-09,0,92.0,10.0,102.0,174.0,10.0,45.0,2,1.0,5,10.0,8.82,3,342.0,0,9,3.3
1201,9500,Laura,Sims,1959,Bachelors,Computer Science,92980.8,2013-01-25,66,324.0,175.0,303.0,515.0,29.0,135.0,9,2.0,8,18.0,5.39,4,381.0,1,5,17.7
1202,3602,Robert,Rodriguez,1958,Masters,Computer Science,92541.6,2013-12-31,42,205.0,5.0,52.0,88.0,4.0,23.0,3,2.0,4,10.0,8.45,2,414.0,0,7,2.6
1203,234,Glenn,Garcia,1979,Bachelors,Finance,24459.2,2012-10-10,60,2.0,3.0,5.0,12.0,1.0,2.0,1,1.0,2,14.0,4.49,4,428.0,0,9,1.0
1204,2995,Andrew,Leonard,1957,Masters,Computer Science,119944.8,2013-08-17,64,426.0,17.0,1237.0,2101.0,120.0,554.0,3,4.0,9,3.0,6.65,4,213.0,0,6,25.1
1205,1118,Heather,Anderson,1956,Masters,Computer Science,91737.0,2013-02-20,87,797.0,22.0,153.0,259.0,14.0,68.0,10,4.0,5,20.0,5.7,4,411.0,0,6,12.2
1206,7789,Margaret,Alvarado,1965,PhD,Computer Science,169236.0,2013-11-22,96,1002.0,168.0,1438.0,2442.0,139.0,644.0,6,10.0,10,5.0,4.85,2,223.0,0,5,39.3
1207,3068,Amber,Williams,1990,Bachelors,Computer Science,29361.600000000002,2013-10-29,1,1.0,20.0,16.0,27.0,1.0,6.0,2,0.0,3,18.0,8.43,3,524.0,0,7,1.6
1208,8955,Crystal,Ramirez,1957,PhD,Computer Science,80902.0,2014-02-16,54,51.0,0.0,7.0,12.0,0.0,3.0,1,1.0,2,13.0,9.07,2,369.0,0,5,0.6
1209,945,Brady,Adams,1965,Bachelors,Computer Science,58107.200000000004,2013-05-22,53,127.0,5.0,45.0,76.0,4.0,19.0,3,0.0,4,18.0,4.88,2,470.0,0,9,3.0
1210,5644,Glen,Freeman,1957,Bachelors,Cyber Security,67540.8,2013-12-10,96,547.0,4.0,23.0,66.0,6.0,24.0,5,2.0,7,21.0,6.81,4,483.0,0,8,5.3
1211,7192,Savannah,Foster,1955,Bachelors,Computer Science,105196.8,2013-04-15,58,252.0,123.0,167.0,284.0,15.0,74.0,2,4.0,10,3.0,7.98,2,444.0,1,5,9.1
1212,2324,Maria,Hogan,1972,Bachelors,Computer Science,123270.40000000001,2013-10-27,12,916.0,64.0,435.0,738.0,42.0,195.0,7,12.0,11,10.0,8.85,4,338.0,0,8,24.9
1213,697,Wendy,Nunez,1969,Bachelors,Computer Science,119868.8,2013-12-03,78,1424.0,99.0,1639.0,2784.0,159.0,734.0,5,10.0,6,8.0,9.97,4,170.0,0,6,57.4
1214,3439,Ashley,Hernandez,1972,Bachelors,Computer Science,90753.6,2012-10-31,64,230.0,10.0,70.0,119.0,6.0,31.0,4,1.0,5,15.0,6.11,3,290.0,0,8,5.2
1215,1506,Lonnie,Fisher,1975,Bachelors,Computer Science,67456.0,2013-06-28,26,70.0,15.0,81.0,137.0,7.0,35.0,2,1.0,4,15.0,7.52,3,383.0,0,5,4.8
1216,232,Joshua,Richardson,1965,Bachelors,Computer Science,98494.40000000001,2013-07-17,8,409.0,140.0,158.0,268.0,15.0,71.0,4,2.0,10,8.0,6.66,4,381.0,0,9,9.1
1217,8876,Kyle,Phillips,1963,PhD,Finance,67258.0,2012-08-08,49,229.0,0.0,10.0,24.0,2.0,4.0,3,1.0,4,18.0,4.3,1,353.0,0,7,2.6
1218,4500,Brett,Watkins,1991,PhD,Computer Science,137364.0,2013-06-10,56,1347.0,0.0,907.0,1540.0,88.0,406.0,4,10.0,10,5.0,7.06,2,187.0,0,5,31.1
1219,9739,Melissa,Wilkins,1963,Bachelors,Computer Science,55003.200000000004,2013-01-19,55,91.0,0.0,40.0,67.0,3.0,18.0,2,2.0,2,18.0,9.01,2,471.0,0,5,2.4
1220,10395,Leslie,Spears,1986,In-College,Cyber Security,11622.0,2012-08-22,25,53.0,54.0,14.0,8.0,0.0,2.0,3,2.0,3,24.0,7.59,3,315.0,0,8,2.4
1221,1176,Alan,Baird,1973,Bachelors,Cyber Security,41964.8,2013-09-22,50,4.0,7.0,4.0,11.0,0.0,4.0,1,0.0,2,24.0,7.82,3,552.0,0,6,0.6
1222,1627,Melissa,Barry,1957,High School,Pre-Med,15459.400000000001,2013-01-26,84,595.0,105.0,129.0,305.0,18.0,97.0,5,10.0,9,11.0,6.86,4,462.0,0,6,16.8
1223,938,Robert,Howard,1981,Bachelors,Computer Science,64337.600000000006,2013-07-30,30,75.0,2.0,13.0,21.0,0.0,5.0,2,1.0,2,20.0,9.96,3,518.0,0,9,1.2
1224,2740,Daniel,Thompson,1958,PhD,Computer Science,66876.0,2013-09-22,81,91.0,2.0,29.0,49.0,3.0,13.0,2,1.0,4,13.0,7.93,3,311.0,0,6,1.0
1225,257,Michael,Pittman,1959,PhD,Computer Science,150064.0,2013-04-28,74,1395.0,20.0,323.0,549.0,31.0,145.0,5,4.0,9,8.0,9.65,1,428.0,0,7,16.9
1226,4058,Mark,Kennedy,1955,PhD,Computer Science,122568.0,2013-12-10,76,906.0,25.0,190.0,323.0,18.0,85.0,11,2.0,8,15.0,9.52,3,303.0,0,8,15.0
1227,7736,Amy,Harvey,1986,Bachelors,Computer Science,36028.8,2012-10-22,36,16.0,12.0,22.0,37.0,1.0,10.0,2,1.0,2,13.0,7.0,4,428.0,0,8,1.7
1228,8210,Andrew,Flores,1975,Masters,Computer Science,98514.0,2013-08-15,64,466.0,5.0,31.0,52.0,3.0,13.0,4,1.0,8,10.0,5.8,3,415.0,0,5,4.7
1229,833,Shannon,Mccall,1955,Masters,Law,69213.6,2014-03-30,62,43.0,0.0,5.0,30.0,0.0,6.0,3,0.0,3,8.0,9.28,1,310.0,0,5,1.0
1230,6230,John,Hawkins,1971,Bachelors,Finance,71073.6,2013-02-15,53,191.0,7.0,36.0,88.0,5.0,15.0,5,0.0,4,16.0,4.34,3,385.0,0,5,2.8
1231,7325,Kevin,Hartman,1986,PhD,Finance,76394.0,2013-06-29,86,40.0,0.0,7.0,16.0,1.0,3.0,1,0.0,3,10.0,7.15,4,465.0,0,6,0.7
1232,1307,Jeremy,Castro,1978,Bachelors,Cyber Security,67177.6,2014-09-02,15,48.0,6.0,8.0,22.0,2.0,8.0,3,0.0,4,12.0,6.54,4,534.0,0,6,1.3
1233,1502,Kevin,Blevins,1983,Bachelors,Computer Science,45483.200000000004,2013-03-21,67,26.0,5.0,34.0,58.0,3.0,14.0,2,0.0,3,20.0,6.01,3,526.0,0,7,1.4
1234,6211,Jessica,Hill,1976,PhD,Computer Science,74790.0,2014-02-05,47,26.0,0.0,16.0,27.0,1.0,6.0,1,0.0,3,15.0,9.46,3,316.0,0,9,0.7
1235,843,Michelle,Allen,1971,Bachelors,Finance,103555.20000000001,2014-05-26,47,525.0,0.0,170.0,419.0,27.0,72.0,8,2.0,11,12.0,4.98,3,378.0,0,5,24.2
1236,4174,Carlos,Moss,1956,Masters,Cyber Security,99448.2,2014-04-17,81,172.0,1.0,18.0,52.0,4.0,18.0,2,2.0,4,9.0,6.68,3,536.0,0,9,2.9
1237,9757,Tiffany,Collier,1972,Bachelors,Computer Science,135849.6,2013-04-10,98,1461.0,25.0,743.0,1262.0,71.0,333.0,5,7.0,12,5.0,7.87,2,310.0,0,9,32.8
1238,6918,Thomas,Clark,1989,Bachelors,Computer Science,45905.600000000006,2013-04-07,56,7.0,7.0,23.0,40.0,1.0,10.0,1,0.0,3,20.0,4.5,2,295.0,0,5,0.6
1239,286,Christopher,Zuniga,1952,Bachelors,Cyber Security,70740.8,2013-11-29,48,168.0,13.0,33.0,96.0,8.0,33.0,2,2.0,5,18.0,8.45,1,458.0,0,5,3.9
1240,11086,Hannah,White,1984,In-College,Computer Science,33419.1,2014-01-18,18,44.0,10.0,18.0,6.0,0.0,2.0,1,0.0,3,18.0,6.63,3,346.0,0,7,0.7
1241,1921,Andrew,Miranda,1967,PhD,Computer Science,118124.0,2013-03-10,74,67.0,2.0,22.0,37.0,1.0,10.0,2,0.0,3,10.0,5.63,3,325.0,0,9,1.5
1242,4138,Mackenzie,Norris,1962,Bachelors,Computer Science,122598.40000000001,2014-05-24,68,602.0,178.0,264.0,448.0,25.0,118.0,5,11.0,7,3.0,6.88,3,265.0,0,7,13.0
1243,7718,Mary,Snyder,1947,Masters,Finance,118800.0,2014-04-20,36,423.0,67.0,164.0,404.0,25.0,70.0,1,2.0,5,2.0,6.24,3,450.0,0,6,16.4
1244,1291,Howard,Morrison,1978,PhD,Computer Science,55366.0,2012-04-08,90,223.0,15.0,217.0,369.0,21.0,97.0,6,2.0,4,20.0,8.11,2,523.0,0,5,9.2
1245,6862,Erik,Ruiz,1971,Bachelors,Pre-Med,2768.0,2014-05-18,65,1.0,2.0,4.0,8.0,0.0,2.0,0,0.0,0,55.0,6.07,3,364.0,0,7,0.9
1246,4136,Barbara,Lee,1992,In-College,Computer Science,9750.0,2012-03-12,63,440.0,29.0,162.0,55.0,22.0,14.0,3,2.0,2,23.0,7.25,3,507.0,0,9,5.5
1247,803,Anthony,Walker,1968,Bachelors,Cyber Security,64833.600000000006,2013-05-04,82,21.0,0.0,5.0,14.0,0.0,4.0,0,2.0,2,15.0,8.23,3,462.0,0,8,0.8
1248,4298,Cindy,Smith,1973,PhD,Computer Science,40854.0,2014-03-24,63,7.0,0.0,7.0,12.0,0.0,3.0,1,0.0,2,20.0,8.09,4,372.0,0,9,0.8
1249,10833,Tyler,White,1975,Bachelors,Cyber Security,104169.6,2014-05-24,55,1399.0,23.0,125.0,365.0,32.0,130.0,8,5.0,13,18.0,5.77,1,456.0,0,6,16.0
1250,9606,Dawn,Gonzales,1965,PhD,Law,139938.0,2013-08-27,64,672.0,18.0,163.0,1099.0,28.0,212.0,4,1.0,6,3.0,9.91,2,251.0,0,6,30.0
1251,8534,Tina,Ramos,1952,Bachelors,Computer Science,107892.8,2013-07-16,51,901.0,47.0,465.0,790.0,44.0,208.0,6,6.0,13,10.0,8.8,4,310.0,0,7,18.9
1252,5153,James,Gates,1967,PhD,Computer Science,155532.0,2013-02-22,97,1471.0,99.0,476.0,808.0,46.0,212.0,11,11.0,11,15.0,7.54,4,265.0,0,7,24.2
1253,961,Karen,James,1972,Bachelors,Computer Science,119545.6,2013-12-09,92,195.0,45.0,756.0,1284.0,72.0,338.0,7,3.0,5,10.0,6.43,1,209.0,0,7,25.8
1254,5011,Erika,Morris,1963,Bachelors,Marketing,108988.8,2013-10-18,51,763.0,31.0,108.0,360.0,13.0,63.0,8,8.0,4,16.0,7.82,2,260.0,0,7,12.9
1255,6653,Christopher,Ramos,1970,PhD,Finance,110316.0,2012-07-30,72,508.0,0.0,53.0,130.0,8.0,22.0,7,2.0,5,14.0,8.37,2,283.0,0,6,9.8
1256,9094,Wendy,Johnson,1955,High School,Computer Science,12594.400000000001,2012-03-08,39,459.0,25.0,84.0,143.0,7.0,37.0,7,4.0,3,15.0,6.33,3,433.0,0,9,9.4
1257,810,Connie,Robertson,1975,Bachelors,Computer Science,118704.0,2014-12-05,49,221.0,136.0,154.0,262.0,14.0,69.0,4,2.0,11,5.0,4.69,1,423.0,0,7,16.6
1258,5493,Christina,Phillips,1976,Bachelors,Computer Science,62969.600000000006,2014-03-19,21,22.0,0.0,4.0,6.0,0.0,2.0,1,0.0,2,15.0,8.81,4,412.0,0,5,0.8
1259,2147,Bryan,Cunningham,1969,Bachelors,Computer Science,122644.8,2013-08-16,91,1079.0,106.0,1699.0,2884.0,164.0,761.0,4,8.0,11,5.0,4.79,2,57.0,0,6,53.9
1260,5107,John,Carson,1973,PhD,Cyber Security,71720.0,2014-05-19,37,27.0,0.0,8.0,22.0,2.0,8.0,1,2.0,2,15.0,4.76,1,575.0,0,9,1.3
1261,3979,Daniel,Cooper,1983,PhD,Computer Science,181374.0,2013-05-22,98,1439.0,29.0,1207.0,2049.0,117.0,541.0,6,2.0,8,5.0,7.52,4,212.0,0,7,47.0
1262,6049,Toni,Sloan,1982,Masters,Finance,132210.0,2013-05-12,85,1979.0,67.0,252.0,621.0,39.0,107.0,7,7.0,11,6.0,4.98,4,223.0,0,5,41.1
1263,8147,Neil,Harris,1960,Bachelors,Computer Science,50326.4,2013-06-07,40,41.0,0.0,20.0,34.0,1.0,8.0,2,0.0,3,20.0,9.09,4,439.0,0,5,1.6
1264,1857,Crystal,Kane,1952,Bachelors,Computer Science,75422.40000000001,2014-06-03,2,67.0,0.0,22.0,37.0,1.0,10.0,2,1.0,2,18.0,4.88,1,506.0,0,6,1.2
1265,3910,Dana,Greene,1975,Bachelors,Computer Science,134126.4,2013-08-10,78,1315.0,271.0,772.0,1311.0,74.0,346.0,4,8.0,6,3.0,9.14,4,256.0,0,9,26.9
1266,5207,Kenneth,Davila,1963,PhD,Cyber Security,106756.0,2012-09-24,41,866.0,7.0,143.0,417.0,38.0,149.0,9,7.0,6,24.0,4.46,1,428.0,0,6,11.9
1267,11114,Melissa,Hendrix,1970,Bachelors,Computer Science,31449.600000000002,2013-08-02,94,37.0,7.0,16.0,27.0,1.0,6.0,2,1.0,3,18.0,8.28,4,442.0,0,9,2.3
1268,5429,Jennifer,Mcbride,1948,PhD,Computer Science,91158.0,2013-08-20,10,212.0,2.0,59.0,101.0,6.0,26.0,4,1.0,4,15.0,5.14,1,512.0,0,8,3.9
1269,9400,Mckenzie,Sweeney,1958,High School,Computer Science,17097.0,2014-06-21,73,923.0,44.0,1097.0,1863.0,106.0,491.0,6,7.0,6,5.0,9.01,1,235.0,0,9,36.8
1270,1740,Thomas,Page,1944,Bachelors,Cyber Security,89529.6,2014-07-04,22,1346.0,45.0,98.0,286.0,26.0,102.0,7,5.0,4,12.0,8.88,1,346.0,0,8,14.1
1271,7488,Brooke,Tyler,1963,Masters,Computer Science,115543.8,2013-01-22,30,616.0,25.0,334.0,567.0,32.0,150.0,5,3.0,13,8.0,8.71,1,297.0,0,8,22.8
1272,195,April,Chen,1972,Bachelors,Computer Science,62092.8,2012-08-26,21,183.0,29.0,93.0,159.0,8.0,42.0,5,1.0,4,20.0,4.76,3,487.0,0,8,4.2
1273,635,Robert,Page,1966,Masters,Computer Science,102929.40000000001,2013-03-19,51,680.0,8.0,115.0,195.0,11.0,52.0,9,1.0,7,20.0,8.14,2,421.0,0,5,10.0
1274,7527,David,Perez,1968,Masters,Computer Science,42746.4,2012-11-21,97,9.0,10.0,52.0,88.0,4.0,23.0,2,1.0,3,20.0,7.5,1,346.0,0,8,2.7
1275,10319,Anna,Mata,1971,Bachelors,Cyber Security,106084.8,2013-02-26,56,1931.0,14.0,90.0,264.0,24.0,94.0,3,7.0,11,24.0,8.45,4,362.0,0,6,13.5
1276,2296,Aaron,Cooper,1975,Masters,Pre-Med,67262.40000000001,2013-12-16,4,4.0,3.0,13.0,31.0,1.0,9.0,1,0.0,2,17.0,8.82,1,570.0,0,9,0.5
1277,10637,Nicholas,White,1964,Bachelors,Law,65280.0,2013-01-01,77,19.0,0.0,9.0,58.0,1.0,11.0,3,0.0,3,8.0,5.1,1,396.0,1,5,3.6
1278,2931,Andrew,Dawson,1978,Bachelors,Computer Science,114955.20000000001,2012-09-21,95,1080.0,35.0,190.0,323.0,18.0,85.0,6,8.0,9,8.0,7.27,1,412.0,0,7,22.5
1279,907,Benjamin,Chandler,1975,Bachelors,Cyber Security,73838.40000000001,2013-11-29,36,450.0,7.0,67.0,195.0,16.0,69.0,5,2.0,7,15.0,8.4,1,518.0,0,5,6.5
1280,3698,Emily,Thompson,1983,Bachelors,Pre-Med,125899.20000000001,2012-09-08,13,1192.0,318.0,813.0,1924.0,115.0,613.0,4,8.0,8,6.0,4.53,3,190.0,0,5,61.3
1281,9516,Derek,Logan,1971,High School,Computer Science,9823.6,2012-08-18,90,909.0,91.0,429.0,729.0,40.0,192.0,9,8.0,10,18.0,9.81,1,334.0,0,7,31.2
1282,679,Stephen,Smith,1957,PhD,Pre-Med,75266.0,2012-09-20,49,19.0,7.0,24.0,56.0,3.0,18.0,1,0.0,3,25.0,4.4,2,426.0,0,8,1.8
1283,7384,Jennifer,Massey,1951,Masters,Computer Science,71580.6,2013-07-21,18,166.0,103.0,366.0,622.0,35.0,164.0,7,1.0,7,20.0,10.0,4,277.0,0,7,9.5
1284,5043,Michelle,Allen,1951,In-College,Computer Science,35096.1,2012-05-11,89,308.0,39.0,700.0,238.0,100.0,63.0,4,2.0,5,18.0,4.75,1,245.0,0,8,13.5
1285,5267,Michele,Williams,1970,Bachelors,Computer Science,54377.600000000006,2013-03-14,43,23.0,3.0,32.0,55.0,3.0,14.0,1,0.0,3,18.0,7.53,2,442.0,0,8,1.8
